word,splits,translation
彼女,"['彼女', 'は', '言い', 'she said']",she said
は,"['彼女', 'は', '言い', 'she said']",she said
そう,"['そう', '言い', 'say so']",say so
言い,"['彼女', 'そう', '言い', 'まし', 'た', '。', 'she said yes']",she said yes
まし,"['言い', 'まし', 'said']",said
た,"['言い', 'た', 'said']",said
彼,"['彼', 'は', '帰り', 'he is on his way home']",he is on his way home
は,"['彼', 'は', '帰り', 'he is on his way home']",he is on his way home
もう,"['もう', '帰り', ""I'm already home""]",I'm already home
帰り,"['彼', 'もう', '帰り', 'まし', 'た', '。', ""he's already gone""]",he's already gone
まし,"['帰り', 'まし', ""I'm back""]",I'm back
た,"['帰り', 'た', 'returned']",returned
もう,"['もう', '金', '無くなり', 'no more money']",no more money
お,"['お', '金', '無くなり', 'run out of money']",run out of money
金,"['もう', 'お', '金', 'が', '無くなり', ""I'm out of money""]",I'm out of money
が,"['金', 'が', '無くなり', ""I'm out of money""]",I'm out of money
無くなり,"['金', '無くなり', 'まし', 'た', '。', ""I'm out of money.""]",I'm out of money.
まし,"['無くなり', 'まし', ""It's gone""]",It's gone
た,"['無くなり', 'た', 'Gone']",Gone
彼,"['彼', 'は', '学生', 'he is a student']",he is a student
は,"['彼', 'は', '学生', 'he is a student']",he is a student
真面目,"['真面目', 'な', '学生', 'serious student']",serious student
な,"['真面目', 'な', '学生', 'serious student']",serious student
学生,"['彼', '真面目', '学生', 'です', '。', 'He is a serious student.']",He is a serious student.
です,"['学生', 'です', 'I am a student']",I am a student
僕,"['僕', 'は', '学生', 'i am a student']",i am a student
は,"['僕', 'は', '学生', 'i am a student']",i am a student
学生,"['僕', '学生', 'です', '。', 'i am a student']",i am a student
です,"['学生', 'です', 'I am a student']",I am a student
この,"['この', 'スープ', '熱い', 'this soup is hot']",this soup is hot
スープ,"['この', 'スープ', 'は', '熱い', 'this soup is hot']",this soup is hot
は,"['スープ', 'は', '熱い', 'the soup is hot']",the soup is hot
とても,"['とても', '熱い', 'very hot']",very hot
熱い,"['スープ', 'とても', '熱い', '。', 'Soup very hot.']",Soup very hot.
私,"['私', 'の', 'ちゃん', '好き', 'i like my baby']",i like my baby
の,"['私', 'の', 'ちゃん', '好き', 'i like my baby']",i like my baby
お,"['お', 'ちゃん', '好き', 'I like you']",I like you
祖母,"['祖母', 'ちゃん', '好き', 'i like grandma']",i like grandma
ちゃん,"['私', 'お', '祖母', 'ちゃん', 'は', '好き', 'i love grandma']",i love grandma
は,"['ちゃん', 'は', '好き', 'I like chan']",I like chan
熱い,"['熱い', '茶', '好き', 'hot tea lover']",hot tea lover
お,"['お', '茶', '好き', 'tea lover']",tea lover
茶,"['お', '熱い', '茶', 'が', '好き', 'i like hot tea']",i like hot tea
が,"['茶', 'が', '好き', 'i like tea']",i like tea
好き,"['ちゃん', '茶', '好き', 'です', '。', 'I like tea.']",I like tea.
です,"['好き', 'です', 'I like it']",I like it
こちら,"['こちら', 'へ', 'どうぞ', 'Follow me, please']","Follow me, please"
へ,"['こちら', 'へ', 'どうぞ', 'Follow me, please']","Follow me, please"
どうぞ,"['こちら', 'どうぞ', '。', 'Here you go.']",Here you go.
次,"['次', 'の', '方', 'どうぞ', 'next person please']",next person please
の,"['次', 'の', '方', 'どうぞ', 'next person please']",next person please
方,"['次', '方', '、', 'どうぞ', 'Next, please']","Next, please"
どうぞ,"['方', 'どうぞ', '。', 'Please.']",Please.
明日,"['明日', 'の', '午後', '様', '来る', 'come tomorrow afternoon']",come tomorrow afternoon
の,"['明日', 'の', '午後', '様', '来る', 'come tomorrow afternoon']",come tomorrow afternoon
午後,"['明日', '午後', '、', '様', '来る', 'come tomorrow afternoon']",come tomorrow afternoon
お,"['お', '様', '来る', 'come']",come
客,"['客', '様', '来る', 'a customer is coming']",a customer is coming
様,"['午後', 'お', '客', '様', 'が', '来る', 'guests come in the afternoon']",guests come in the afternoon
が,"['様', 'が', '来る', 'sama is coming']",sama is coming
来る,"['様', '来る', '。', 'Mr. is coming.']",Mr. is coming.
午後,"['午後', '時', '着き', 'Arrive at noon']",Arrive at noon
8,"['8', '時', '着き', 'Arrive at 8:00']",Arrive at 8:00
時,"['午後', '8', '時', 'に', '着き', 'arrive at 8pm']",arrive at 8pm
に,"['時', 'に', '着き', 'arrive on time']",arrive on time
大阪,"['に', '大阪', '着き', 'Arrive in Osaka on']",Arrive in Osaka on
に,"['に', '大阪', '着き', 'Arrive in Osaka on']",Arrive in Osaka on
着き,"['時', '大阪', '着き', 'ます', '。', 'I will arrive in Osaka.']",I will arrive in Osaka.
ます,"['着き', 'ます', 'wear']",wear
彼女,"['彼女', 'の', '髪', '長い', 'her hair long']",her hair long
の,"['彼女', 'の', '髪', '長い', 'her hair long']",her hair long
髪,"['彼女', '髪', 'は', '長い', 'she has long hair']",she has long hair
は,"['髪', 'は', '長い', 'hair is long']",hair is long
とても,"['とても', '長い', 'very long']",very long
長い,"['髪', 'とても', '長い', '。', 'hair is very long']",hair is very long
夏,"['夏', 'は', '長い', 'summer is long']",summer is long
は,"['夏', 'は', '長い', 'summer is long']",summer is long
日,"['日', 'が', '長い', 'long days']",long days
が,"['日', 'が', '長い', 'long days']",long days
長い,"['夏', '日', '長い', '。', 'Summer days are long.']",Summer days are long.
本,"['本', 'を', '買い', 'buy a book']",buy a book
を,"['本', 'を', '買い', 'buy a book']",buy a book
1,"['1', '冊', '買い', 'buy one']",buy one
冊,"['1', '冊', '買い', 'buy one']",buy one
買い,"['本', '冊', '買い', 'まし', 'た', '。', 'I bought this book.']",I bought this book.
まし,"['買い', 'まし', 'bought']",bought
た,"['買い', 'た', 'bought']",bought
この,"['この', '本', '面白かっ', 'this book is interesting']",this book is interesting
本,"['この', '本', 'は', '面白かっ', 'this book is interesting']",this book is interesting
は,"['本', 'は', '面白かっ', 'the book was interesting']",the book was interesting
すごく,"['すごく', '面白かっ', 'very interesting']",very interesting
面白かっ,"['本', 'すごく', '面白かっ', 'た', '。', 'The book was very interesting.']",The book was very interesting.
た,"['面白かっ', 'た', 'Was funny']",Was funny
今年,"['今年', 'は', '旅行', 'travel this year']",travel this year
は,"['今年', 'は', '旅行', 'travel this year']",travel this year
イタリア,"['イタリア', 'に', '旅行', 'travel to italy']",travel to italy
に,"['イタリア', 'に', '旅行', 'travel to italy']",travel to italy
旅行,"['今年', 'イタリア', '旅行', 'し', 'たい', '。', 'I want to travel to Italy this year.']",I want to travel to Italy this year.
し,"['旅行', 'し', 'to travel']",to travel
たい,"['旅行', 'たい', 'want to travel']",want to travel
今年,"['今年', 'は', '少ない', 'less this year']",less this year
は,"['今年', 'は', '少ない', 'less this year']",less this year
雨,"['雨', 'が', '少ない', 'little rain']",little rain
が,"['雨', 'が', '少ない', 'little rain']",little rain
少ない,"['今年', '雨', '少ない', 'です', '。', ""We don't have much rain this year.""]",We don't have much rain this year.
です,"['少ない', 'です', ""there's only a little""]",there's only a little
彼女,"['彼女', 'は', '行き', 'she goes']",she goes
は,"['彼女', 'は', '行き', 'she goes']",she goes
よく,"['よく', '行き', 'frequent']",frequent
旅行,"['旅行', 'に', '行き', 'go on a trip']",go on a trip
に,"['旅行', 'に', '行き', 'go on a trip']",go on a trip
行き,"['彼女', 'よく', '旅行', '行き', 'ます', '。', 'She travels a lot.']",She travels a lot.
ます,"['行き', 'ます', 'to go']",to go
彼,"['彼', 'は', '見', 'he saw']",he saw
は,"['彼', 'は', '見', 'he saw']",he saw
よく,"['よく', '見', 'take a closer look']",take a closer look
映画,"['映画', 'を', '見', 'watch a movie']",watch a movie
を,"['映画', 'を', '見', 'watch a movie']",watch a movie
見,"['彼', 'よく', '映画', '見', 'ます', '。', 'He often watches movies.']",He often watches movies.
ます,"['見', 'ます', 'watch']",watch
彼女,"['彼女', 'は', 'OL', 'she is an office lady']",she is an office lady
は,"['彼女', 'は', 'OL', 'she is an office lady']",she is an office lady
OL,"['彼女', 'OL', 'です', '。', 'She is an OL.']",She is an OL.
です,"['OL', 'です', ""I'm an office lady""]",I'm an office lady
彼女,"['彼女', 'は', 'いつも', '元気', 'she is always fine']",she is always fine
は,"['彼女', 'は', '元気', 'she is fine']",she is fine
いつも,"['彼女', 'いつも', '元気', 'she is always fine']",she is always fine
元気,"['彼女', '元気', 'だ', '。', ""she's fine""]",she's fine
だ,"['元気', 'だ', ""I'm fine""]",I'm fine
あなた,"['あなた', 'は', '思い', 'you think']",you think
は,"['あなた', 'は', '思い', 'you think']",you think
どう,"['どう', '思い', 'what do you think']",what do you think
思い,"['あなた', 'どう', '思い', 'ます', 'か', '。', 'what do you think']",what do you think
ます,"['思い', 'ます', 'think']",think
か,"['思い', 'か', 'thoughts']",thoughts
私,"['私', 'は', 'し', 'I do']",I do
は,"['私', 'は', 'し', 'I do']",I do
どう,"['どう', 'し', 'what to do']",what to do
し,"['私', 'どう', 'し', 'たら', 'です', 'か', '。', 'what should i do']",what should i do
たら,"['し', 'たら', 'いい', 'should do']",should do
いい,"['し', 'たら', 'いい', 'should do']",should do
です,"['し', 'です', 'It is']",It is
か,"['し', 'か', 'deer']",deer
この,"['この', '言葉', '意味', '分かり', 'I understand the meaning of this word']",I understand the meaning of this word
言葉,"['この', 'の', '言葉', '意味', '分かり', 'I understand the meaning of this word']",I understand the meaning of this word
の,"['の', '言葉', '意味', '分かり', 'understand the meaning of']",understand the meaning of
意味,"['言葉', '意味', 'が', '分かり', 'understand the meaning of words']",understand the meaning of words
が,"['意味', 'が', '分かり', 'I understand']",I understand
分かり,"['意味', '分かり', 'ませ', 'ん', '。', ""I don't understand.""]",I don't understand.
ませ,"['分かり', 'ませ', ""don't understand""]",don't understand
ん,"['分かり', 'ん', ""I don't understand""]",I don't understand
言葉,"['言葉', 'に', '付け', 'attached to words']",attached to words
に,"['言葉', 'に', '付け', 'attached to words']",attached to words
気,"['気', 'を', '付け', 'be careful']",be careful
を,"['気', 'を', '付け', 'be careful']",be careful
付け,"['言葉', '気', '付け', 'て', '。', 'Watch your words.']",Watch your words.
て,"['付け', 'て', 'ください', 'please attach']",please attach
ください,"['付け', 'て', 'ください', 'please attach']",please attach
彼,"['彼', 'は', '拭き', 'he wiped']",he wiped
は,"['彼', 'は', '拭き', 'he wiped']",he wiped
タオル,"['タオル', 'で', '拭き', 'wipe with a towel']",wipe with a towel
で,"['タオル', 'で', '拭き', 'wipe with a towel']",wipe with a towel
顔,"['顔', 'を', '拭き', 'wipe your face']",wipe your face
を,"['顔', 'を', '拭き', 'wipe your face']",wipe your face
拭き,"['彼', 'タオル', '顔', '拭き', 'まし', 'た', '。', 'He wiped his face with a towel.']",He wiped his face with a towel.
まし,"['拭き', 'まし', 'Wiped']",Wiped
た,"['拭き', 'た', 'Wiped']",Wiped
早く,"['早く', '顔', '洗い', 'wash face quickly']",wash face quickly
顔,"['早く', '顔', 'を', '洗い', 'wash your face quickly']",wash your face quickly
を,"['顔', 'を', '洗い', 'wash your face']",wash your face
洗い,"['顔', '洗い', 'なさい', '。', 'wash your face']",wash your face
なさい,"['洗い', 'なさい', 'wash']",wash
会議,"['会議', 'は', '終わり', 'the meeting is over']",the meeting is over
は,"['会議', 'は', '終わり', 'the meeting is over']",the meeting is over
4,"['4', '時', '終わり', ""4 o'clock end""]",4 o'clock end
時,"['4', '時', 'に', '終わり', 'finish at 4']",finish at 4
に,"['時', 'に', '終わり', 'time ends']",time ends
終わり,"['会議', '時', '終わり', 'ます', '。', 'The meeting will end.']",The meeting will end.
